Name,Rating,Genres,Platforms,ESRB,Genres_list,Platforms_list,Cluster
Monster Hunter: World,4.01,"Action, Adventure, RPG","PlayStation 4, Xbox One, PC",Teen,"['Action', 'Adventure', 'RPG']","['PlayStation 4', 'Xbox One', 'PC']",0
Mad Max,3.78,"Action, Adventure","PC, Xbox One, PlayStation 4, Xbox 360, Linux, macOS",Mature,"['Action', 'Adventure']","['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'Linux', 'macOS']",1
Paladins,3.08,"Action, Shooter","macOS, PC, PlayStation 4, Xbox One, Nintendo Switch",Teen,"['Action', 'Shooter']","['macOS', 'PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",0
Batman: Arkham City - Game of the Year Edition,4.4,"Action, Adventure","PlayStation 4, Xbox 360, Xbox One, PlayStation 3, macOS, PC",Teen,"['Action', 'Adventure']","['PlayStation 4', 'Xbox 360', 'Xbox One', 'PlayStation 3', 'macOS', 'PC']",0
Resident Evil 7: Biohazard,4.33,"Action, Shooter, Adventure","macOS, PlayStation 4, PC, Xbox One, Nintendo Switch",Mature,"['Action', 'Shooter', 'Adventure']","['macOS', 'PlayStation 4', 'PC', 'Xbox One', 'Nintendo Switch']",1
Titanfall 2,4.31,"Action, Shooter","Xbox One, PlayStation 4, PC",Mature,"['Action', 'Shooter']","['Xbox One', 'PlayStation 4', 'PC']",1
Cities: Skylines,4.12,"Strategy, Simulation","Xbox One, PC, macOS, Linux, Nintendo Switch, PlayStation 4",Everyone,"['Strategy', 'Simulation']","['Xbox One', 'PC', 'macOS', 'Linux', 'Nintendo Switch', 'PlayStation 4']",0
Bloodborne,4.41,"Action, RPG",PlayStation 4,Mature,"['Action', 'RPG']",['PlayStation 4'],1
Unturned,2.73,"Action, Shooter","PlayStation 4, Linux, macOS, PC, Nintendo Switch, Xbox One",Teen,"['Action', 'Shooter']","['PlayStation 4', 'Linux', 'macOS', 'PC', 'Nintendo Switch', 'Xbox One']",0
Warhammer: Vermintide 2,3.61,"Action, Indie","Xbox One, PC, PlayStation 4",Mature,"['Action', 'Indie']","['Xbox One', 'PC', 'PlayStation 4']",1
Undertale,4.34,"RPG, Indie","Xbox Series S/X, Nintendo Switch, Xbox One, PC, macOS, Linux, PlayStation 4, PS Vita",Everyone 10+,"['RPG', 'Indie']","['Xbox Series S/X', 'Nintendo Switch', 'Xbox One', 'PC', 'macOS', 'Linux', 'PlayStation 4', 'PS Vita']",2
SEGA Mega Drive and Genesis Classics,2.98,"Action, Adventure, RPG, Fighting, Platformer","PlayStation 4, macOS, Linux, Xbox One, Nintendo Switch, PC",Teen,"['Action', 'Adventure', 'RPG', 'Fighting', 'Platformer']","['PlayStation 4', 'macOS', 'Linux', 'Xbox One', 'Nintendo Switch', 'PC']",0
Mafia II,4.24,"Action, Shooter","PlayStation 3, Xbox 360, PC, Xbox One",Mature,"['Action', 'Shooter']","['PlayStation 3', 'Xbox 360', 'PC', 'Xbox One']",1
Far Cry 5,3.72,"Action, Shooter","PlayStation 4, PC, Xbox One",Mature,"['Action', 'Shooter']","['PlayStation 4', 'PC', 'Xbox One']",1
Watch Dogs,3.59,"Action, Adventure","Xbox One, Wii U, Xbox 360, PlayStation 3, PlayStation 4, PC",Mature,"['Action', 'Adventure']","['Xbox One', 'Wii U', 'Xbox 360', 'PlayStation 3', 'PlayStation 4', 'PC']",1
Psychonauts,4.04,"Action, Platformer","PlayStation 3, Xbox One, iOS, PC, macOS, Linux, Xbox 360, PlayStation 2, PlayStation 4, Xbox",Teen,"['Action', 'Platformer']","['PlayStation 3', 'Xbox One', 'iOS', 'PC', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 2', 'PlayStation 4', 'Xbox']",0
Shadow of the Tomb Raider,3.91,"Action, Adventure","Xbox One, PC, PlayStation 4, macOS, Linux",Mature,"['Action', 'Adventure']","['Xbox One', 'PC', 'PlayStation 4', 'macOS', 'Linux']",1
Metro Exodus,4.17,"Action, Shooter","PC, PlayStation 5, Xbox One, PlayStation 4",Mature,"['Action', 'Shooter']","['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4']",1
Heavy Rain,4.12,"Action, Adventure","PC, PlayStation 4, PlayStation 3",Mature,"['Action', 'Adventure']","['PC', 'PlayStation 4', 'PlayStation 3']",1
INSIDE,4.39,"Action, Adventure, Indie, Puzzle, Platformer","Nintendo Switch, PC, iOS, macOS, Xbox One, PlayStation 4",Teen,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['Nintendo Switch', 'PC', 'iOS', 'macOS', 'Xbox One', 'PlayStation 4']",0
Sekiro: Shadows Die Twice,4.38,"Action, RPG","Xbox One, PC, PlayStation 4",Mature,"['Action', 'RPG']","['Xbox One', 'PC', 'PlayStation 4']",1
Max Payne 3,4.26,"Action, Shooter","PlayStation 3, PC, Xbox 360, macOS",Mature,"['Action', 'Shooter']","['PlayStation 3', 'PC', 'Xbox 360', 'macOS']",1
Saints Row IV,3.82,"Action, Adventure","PlayStation 3, PC, Xbox One, PlayStation 4, Xbox 360, Linux",Mature,"['Action', 'Adventure']","['PlayStation 3', 'PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'Linux']",1
Tom Clancy's Rainbow Six Siege,3.89,"Action, Shooter","Xbox One, PC, PlayStation 4, Xbox Series S/X, PlayStation 5",Teen,"['Action', 'Shooter']","['Xbox One', 'PC', 'PlayStation 4', 'Xbox Series S/X', 'PlayStation 5']",0
Firewatch,4.3,"Adventure, Indie","macOS, Linux, Nintendo Switch, PlayStation 4, Xbox One, PC",Mature,"['Adventure', 'Indie']","['macOS', 'Linux', 'Nintendo Switch', 'PlayStation 4', 'Xbox One', 'PC']",1
No Man's Sky,3.7,"Action, Adventure, RPG, Simulation, Massively Multiplayer, Indie","Nintendo Switch, Xbox One, PC, PlayStation 4, PlayStation 5",Teen,"['Action', 'Adventure', 'RPG', 'Simulation', 'Massively Multiplayer', 'Indie']","['Nintendo Switch', 'Xbox One', 'PC', 'PlayStation 4', 'PlayStation 5']",0
Assassin's Creed Odyssey,3.98,"Action, RPG","PlayStation 4, PC, Xbox One, Nintendo Switch",Mature,"['Action', 'RPG']","['PlayStation 4', 'PC', 'Xbox One', 'Nintendo Switch']",1
The Darkness II,3.7,Action,"PlayStation 3, macOS, PC, Xbox 360, Xbox One",Mature,['Action'],"['PlayStation 3', 'macOS', 'PC', 'Xbox 360', 'Xbox One']",1
War Thunder,3.19,"Action, Shooter, Massively Multiplayer","Xbox One, PC, macOS, Linux, PlayStation 4",Teen,"['Action', 'Shooter', 'Massively Multiplayer']","['Xbox One', 'PC', 'macOS', 'Linux', 'PlayStation 4']",0
Hitman 2,4.04,"Action, Shooter","Xbox One, PC, PlayStation 4",Mature,"['Action', 'Shooter']","['Xbox One', 'PC', 'PlayStation 4']",1
Darksiders,3.76,Action,"PlayStation 3, Xbox One, Xbox 360, Nintendo Switch, PC",Mature,['Action'],"['PlayStation 3', 'Xbox One', 'Xbox 360', 'Nintendo Switch', 'PC']",1
Assassin's Creed II,4.42,Action,"Xbox 360, PlayStation 3, Xbox One, PC, macOS, PlayStation 4",Mature,['Action'],"['Xbox 360', 'PlayStation 3', 'Xbox One', 'PC', 'macOS', 'PlayStation 4']",1
Disco Elysium,4.39,"Adventure, RPG, Indie","PC, macOS, Xbox One, Nintendo Switch, PlayStation 4, Xbox Series S/X, PlayStation 5",Mature,"['Adventure', 'RPG', 'Indie']","['PC', 'macOS', 'Xbox One', 'Nintendo Switch', 'PlayStation 4', 'Xbox Series S/X', 'PlayStation 5']",1
Elden Ring,4.4,"Action, RPG","PC, Xbox One, PlayStation 4, Xbox Series S/X, PlayStation 5",Mature,"['Action', 'RPG']","['PC', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'PlayStation 5']",1
DOOM Eternal,4.38,"Action, Shooter","PC, PlayStation 4, Xbox One, Nintendo Switch, PlayStation 5",Mature,"['Action', 'Shooter']","['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PlayStation 5']",1
Assassin's Creed Origins,3.97,"Action, RPG","Xbox One, PC, PlayStation 4",Mature,"['Action', 'RPG']","['Xbox One', 'PC', 'PlayStation 4']",1
Halo Infinite,3.65,"Action, Shooter, Adventure","Xbox One, PC, Xbox Series S/X",Teen,"['Action', 'Shooter', 'Adventure']","['Xbox One', 'PC', 'Xbox Series S/X']",0
Transistor,4.17,"Action, RPG, Indie","Nintendo Switch, PlayStation 4, PC, iOS, macOS, Linux",Teen,"['Action', 'RPG', 'Indie']","['Nintendo Switch', 'PlayStation 4', 'PC', 'iOS', 'macOS', 'Linux']",0
Layers of Fear,3.54,"Adventure, Indie","PlayStation 4, Linux, macOS, PC, iOS, Xbox One",Mature,"['Adventure', 'Indie']","['PlayStation 4', 'Linux', 'macOS', 'PC', 'iOS', 'Xbox One']",1
Deus Ex: Human Revolution - Director's Cut,4.3,"Action, RPG","Wii U, PC, macOS, Xbox 360, PlayStation 3",Mature,"['Action', 'RPG']","['Wii U', 'PC', 'macOS', 'Xbox 360', 'PlayStation 3']",1
GRID 2,3.29,"Racing, Arcade","PlayStation 3, Xbox 360, macOS, PC",Everyone 10+,"['Racing', 'Arcade']","['PlayStation 3', 'Xbox 360', 'macOS', 'PC']",2
Resident Evil 5,3.82,"Action, Shooter","Xbox One, Xbox 360, PC, Nintendo Switch, PlayStation 3, PlayStation 4",Mature,"['Action', 'Shooter']","['Xbox One', 'Xbox 360', 'PC', 'Nintendo Switch', 'PlayStation 3', 'PlayStation 4']",1
Far Cry 4,3.81,Shooter,"PlayStation 4, PlayStation 3, PC, Xbox One, Xbox 360",Mature,['Shooter'],"['PlayStation 4', 'PlayStation 3', 'PC', 'Xbox One', 'Xbox 360']",1
XCOM 2,4.1,"RPG, Strategy","Nintendo Switch, macOS, PC, PlayStation 4, Linux",Teen,"['RPG', 'Strategy']","['Nintendo Switch', 'macOS', 'PC', 'PlayStation 4', 'Linux']",0
Ori and the Blind Forest: Definitive Edition,4.42,"Adventure, Platformer","Xbox One, PC, Nintendo Switch, Xbox 360",Everyone,"['Adventure', 'Platformer']","['Xbox One', 'PC', 'Nintendo Switch', 'Xbox 360']",0
Black Desert Online,2.91,"Action, Adventure, RPG, Strategy, Simulation, Massively Multiplayer","Xbox One, PC, PlayStation 4",Teen,"['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Massively Multiplayer']","['Xbox One', 'PC', 'PlayStation 4']",0
Call of Duty: Modern Warfare 2,4.27,Shooter,"PC, Xbox One, PlayStation 3, macOS, Xbox 360",Mature,['Shooter'],"['PC', 'Xbox One', 'PlayStation 3', 'macOS', 'Xbox 360']",1
Saints Row 2,3.57,"Action, Shooter","PlayStation 3, Xbox 360, PC, Linux, Xbox One",Mature,"['Action', 'Shooter']","['PlayStation 3', 'Xbox 360', 'PC', 'Linux', 'Xbox One']",1
Viscera Cleanup Detail: Shadow Warrior,2.59,"Action, Simulation, Indie","macOS, PC",Mature,"['Action', 'Simulation', 'Indie']","['macOS', 'PC']",1
Ori and the Blind Forest,4.38,"Adventure, Platformer","Xbox 360, Xbox One, PC",Everyone,"['Adventure', 'Platformer']","['Xbox 360', 'Xbox One', 'PC']",0
Sid Meier’s Civilization VI,4.16,"Strategy, Simulation","iOS, PC, macOS, PlayStation 4, Xbox One, Nintendo Switch, Linux",Everyone 10+,"['Strategy', 'Simulation']","['iOS', 'PC', 'macOS', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'Linux']",2
SOMA,4.16,"Action, Adventure, Indie","PlayStation 4, Xbox One, PC, macOS, Linux",Mature,"['Action', 'Adventure', 'Indie']","['PlayStation 4', 'Xbox One', 'PC', 'macOS', 'Linux']",1
Assassin’s Creed III,3.75,Action,"Wii U, Xbox 360, PlayStation 3, Xbox One, PlayStation 4, PC",Mature,['Action'],"['Wii U', 'Xbox 360', 'PlayStation 3', 'Xbox One', 'PlayStation 4', 'PC']",1
Kingdom Come: Deliverance,4.04,"Action, Adventure, RPG","PlayStation 4, Xbox One, PC",Mature,"['Action', 'Adventure', 'RPG']","['PlayStation 4', 'Xbox One', 'PC']",1
Thief,3.26,"Action, Adventure","PlayStation 4, PlayStation 3, Xbox 360, Xbox One, macOS, PC",Mature,"['Action', 'Adventure']","['PlayStation 4', 'PlayStation 3', 'Xbox 360', 'Xbox One', 'macOS', 'PC']",1
Watch Dogs 2,3.84,"Action, Adventure","Xbox One, PlayStation 4, PC",Mature,"['Action', 'Adventure']","['Xbox One', 'PlayStation 4', 'PC']",1
Red Dead Redemption,4.42,"Action, Shooter","PC, Nintendo Switch, PlayStation 4, Xbox One, Xbox 360, PlayStation 3",Mature,"['Action', 'Shooter']","['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One', 'Xbox 360', 'PlayStation 3']",1
Call of Duty: Black Ops III,3.28,"Action, Shooter","Xbox 360, Xbox One, PlayStation 3, PC, PlayStation 4",Mature,"['Action', 'Shooter']","['Xbox 360', 'Xbox One', 'PlayStation 3', 'PC', 'PlayStation 4']",1
The Last of Us Part II,4.41,"Action, Shooter, Adventure","PlayStation 4, PlayStation 5",Mature,"['Action', 'Shooter', 'Adventure']","['PlayStation 4', 'PlayStation 5']",1
Wolfenstein II: The New Colossus,4.1,"Action, Shooter","PlayStation 4, PC, Nintendo Switch, Xbox One",Mature,"['Action', 'Shooter']","['PlayStation 4', 'PC', 'Nintendo Switch', 'Xbox One']",1
Quake Champions,3.26,"Action, Shooter",PC,Mature,"['Action', 'Shooter']",['PC'],1
Dead Cells,4.24,"Action, RPG, Indie, Platformer","Xbox One, Nintendo Switch, PlayStation 4, macOS, Linux, iOS, PC",Teen,"['Action', 'RPG', 'Indie', 'Platformer']","['Xbox One', 'Nintendo Switch', 'PlayStation 4', 'macOS', 'Linux', 'iOS', 'PC']",0
Darksiders Warmastered Edition,3.68,"Action, RPG","Xbox One, PC, Nintendo Switch, Wii U, PlayStation 4",Mature,"['Action', 'RPG']","['Xbox One', 'PC', 'Nintendo Switch', 'Wii U', 'PlayStation 4']",1
Divinity: Original Sin 2,4.39,"RPG, Strategy","PlayStation 4, Nintendo Switch, PC, Xbox One",Mature,"['RPG', 'Strategy']","['PlayStation 4', 'Nintendo Switch', 'PC', 'Xbox One']",1
Dead Island,3.48,"Action, Shooter, RPG","PC, Xbox 360, PlayStation 3",Mature,"['Action', 'Shooter', 'RPG']","['PC', 'Xbox 360', 'PlayStation 3']",1
The Last Of Us,4.55,"Action, Adventure","PlayStation 3, PlayStation 4",Mature,"['Action', 'Adventure']","['PlayStation 3', 'PlayStation 4']",1
Subnautica,4.25,"Adventure, Indie","PlayStation 4, Xbox Series S/X, PC, macOS, Nintendo Switch, Xbox One, PlayStation 5",Everyone 10+,"['Adventure', 'Indie']","['PlayStation 4', 'Xbox Series S/X', 'PC', 'macOS', 'Nintendo Switch', 'Xbox One', 'PlayStation 5']",2
South Park: The Stick of Truth,4.22,"Adventure, RPG","Xbox One, PlayStation 4, PlayStation 3, PC, Nintendo Switch, Xbox 360",Mature,"['Adventure', 'RPG']","['Xbox One', 'PlayStation 4', 'PlayStation 3', 'PC', 'Nintendo Switch', 'Xbox 360']",1
Half-Life: Blue Shift,3.72,"Action, Shooter","Linux, macOS, PC, Dreamcast",Mature,"['Action', 'Shooter']","['Linux', 'macOS', 'PC', 'Dreamcast']",1
FEZ,4.0,"Action, Adventure, Indie, Puzzle, Platformer","Nintendo Switch, PlayStation 3, Xbox 360, PlayStation 4, PS Vita, iOS, PC, macOS, Linux",Everyone,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['Nintendo Switch', 'PlayStation 3', 'Xbox 360', 'PlayStation 4', 'PS Vita', 'iOS', 'PC', 'macOS', 'Linux']",0
Half-Life: Opposing Force,3.85,"Action, Shooter","Linux, macOS, PC",Mature,"['Action', 'Shooter']","['Linux', 'macOS', 'PC']",1
A Plague Tale: Innocence,4.15,"Action, Adventure","PC, Xbox Series S/X, PlayStation 4, PlayStation 5, Xbox One, Nintendo Switch",Mature,"['Action', 'Adventure']","['PC', 'Xbox Series S/X', 'PlayStation 4', 'PlayStation 5', 'Xbox One', 'Nintendo Switch']",1
Castle Crashers,3.88,"Action, Indie","PlayStation 3, Xbox 360, Nintendo Switch, PC, macOS",Teen,"['Action', 'Indie']","['PlayStation 3', 'Xbox 360', 'Nintendo Switch', 'PC', 'macOS']",0
Darkest Dungeon,4.17,"RPG, Strategy, Indie","PC, macOS, Nintendo Switch, Linux, PS Vita, Xbox One, PlayStation 4",Teen,"['RPG', 'Strategy', 'Indie']","['PC', 'macOS', 'Nintendo Switch', 'Linux', 'PS Vita', 'Xbox One', 'PlayStation 4']",0
Assassin's Creed Unity,3.62,Action,"PlayStation 4, PC, Xbox One",Mature,['Action'],"['PlayStation 4', 'PC', 'Xbox One']",1
Don't Starve,3.85,Indie,"PlayStation 3, PS Vita, Linux, Wii U, Xbox One, PC, macOS, PlayStation 4",Teen,['Indie'],"['PlayStation 3', 'PS Vita', 'Linux', 'Wii U', 'Xbox One', 'PC', 'macOS', 'PlayStation 4']",0
Call of Duty: Black Ops,4.05,"Action, Shooter","iOS, Nintendo DS, PlayStation 3, macOS, PC, Xbox One, Wii, Xbox 360",Mature,"['Action', 'Shooter']","['iOS', 'Nintendo DS', 'PlayStation 3', 'macOS', 'PC', 'Xbox One', 'Wii', 'Xbox 360']",1
Dragon Age: Origins,4.39,RPG,"Xbox 360, Xbox One, macOS, PlayStation 3, PC",Mature,['RPG'],"['Xbox 360', 'Xbox One', 'macOS', 'PlayStation 3', 'PC']",1
DmC: Devil May Cry,4.03,"Action, Adventure","PlayStation 3, PC, Xbox One, PlayStation 4, Xbox 360",Mature,"['Action', 'Adventure']","['PlayStation 3', 'PC', 'Xbox One', 'PlayStation 4', 'Xbox 360']",1
Quantum Break,3.91,"Action, Shooter","PC, Xbox One",Mature,"['Action', 'Shooter']","['PC', 'Xbox One']",1
Dead Space 2,4.38,"Action, Shooter","Xbox 360, PC, Xbox One, PlayStation 3",Mature,"['Action', 'Shooter']","['Xbox 360', 'PC', 'Xbox One', 'PlayStation 3']",1
Sleeping Dogs: Definitive Edition,4.15,"Action, Adventure","Xbox One, PC, macOS, PlayStation 4",Mature,"['Action', 'Adventure']","['Xbox One', 'PC', 'macOS', 'PlayStation 4']",1
Rayman Legends,4.16,Platformer,"Xbox One, Xbox 360, PlayStation 3, PC, Nintendo Switch, Wii U, PlayStation 4, PS Vita",Everyone 10+,['Platformer'],"['Xbox One', 'Xbox 360', 'PlayStation 3', 'PC', 'Nintendo Switch', 'Wii U', 'PlayStation 4', 'PS Vita']",2
Devil May Cry 5,4.25,Action,"PlayStation 5, Xbox One, PC, PlayStation 4",Mature,['Action'],"['PlayStation 5', 'Xbox One', 'PC', 'PlayStation 4']",1
Guacamelee! Super Turbo Championship Edition,3.55,"Action, Indie, Platformer","PlayStation 4, Xbox 360, Wii U, Nintendo Switch, PC, Xbox One",Everyone 10+,"['Action', 'Indie', 'Platformer']","['PlayStation 4', 'Xbox 360', 'Wii U', 'Nintendo Switch', 'PC', 'Xbox One']",2
Fallout 3,4.08,"Shooter, RPG","Xbox 360, PC, Xbox One, PlayStation 3",Mature,"['Shooter', 'RPG']","['Xbox 360', 'PC', 'Xbox One', 'PlayStation 3']",1
Yakuza 0,4.37,"Action, RPG","PC, PlayStation 4, PlayStation 3, Xbox One",Mature,"['Action', 'RPG']","['PC', 'PlayStation 4', 'PlayStation 3', 'Xbox One']",1
Batman: Arkham City,4.41,Action,"PlayStation 3, Nintendo Switch, macOS, PlayStation 4, Xbox One, PC, Xbox 360",Teen,['Action'],"['PlayStation 3', 'Nintendo Switch', 'macOS', 'PlayStation 4', 'Xbox One', 'PC', 'Xbox 360']",0
Beyond: Two Souls,3.8,"Action, Adventure","PC, PlayStation 3, PlayStation 4",Mature,"['Action', 'Adventure']","['PC', 'PlayStation 3', 'PlayStation 4']",1
Torchlight II,3.84,"Action, RPG","PC, PlayStation 4, Nintendo Switch, Xbox One, macOS, Linux",Teen,"['Action', 'RPG']","['PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox One', 'macOS', 'Linux']",0
Days Gone,3.96,Action,"PC, PlayStation 4",Mature,['Action'],"['PC', 'PlayStation 4']",1
Mafia III,3.13,"Action, Adventure","macOS, PC, Xbox One, PlayStation 4",Mature,"['Action', 'Adventure']","['macOS', 'PC', 'Xbox One', 'PlayStation 4']",1
SUPERHOT,4.19,"Action, Shooter, Indie","PlayStation 4, Nintendo Switch, macOS, Xbox One, Linux, Web, PC",Teen,"['Action', 'Shooter', 'Indie']","['PlayStation 4', 'Nintendo Switch', 'macOS', 'Xbox One', 'Linux', 'Web', 'PC']",0
The Sims 4,3.67,"Strategy, Simulation, Casual","PlayStation 4, macOS, PC, Xbox One, Xbox Series S/X",Teen,"['Strategy', 'Simulation', 'Casual']","['PlayStation 4', 'macOS', 'PC', 'Xbox One', 'Xbox Series S/X']",0
Battlefield 4,3.95,Shooter,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3",Mature,['Shooter'],"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",1
What Remains of Edith Finch,4.39,"Adventure, Indie","Xbox One, iOS, PC, Nintendo Switch, PlayStation 4",Teen,"['Adventure', 'Indie']","['Xbox One', 'iOS', 'PC', 'Nintendo Switch', 'PlayStation 4']",0
Uncharted 3: Drake's Deception,4.37,Action,"PlayStation 4, PlayStation 3",Teen,['Action'],"['PlayStation 4', 'PlayStation 3']",0
Homefront,2.96,Shooter,"PlayStation 3, PC, Xbox 360",Mature,['Shooter'],"['PlayStation 3', 'PC', 'Xbox 360']",1
Sniper Elite V2,3.4,"Action, Shooter","PC, Wii U, Xbox 360, PlayStation 3",Mature,"['Action', 'Shooter']","['PC', 'Wii U', 'Xbox 360', 'PlayStation 3']",1
Call of Duty: WWII,3.54,"Action, Shooter","PlayStation 4, Xbox One, PC",Mature,"['Action', 'Shooter']","['PlayStation 4', 'Xbox One', 'PC']",1
Resident Evil 2 (1998),4.32,Action,"Dreamcast, GameCube, Nintendo 64, PC, PlayStation",Mature,['Action'],"['Dreamcast', 'GameCube', 'Nintendo 64', 'PC', 'PlayStation']",1
FTL: Faster Than Light,4.25,"Strategy, Simulation, Indie","PC, Linux, iOS, macOS",Everyone 10+,"['Strategy', 'Simulation', 'Indie']","['PC', 'Linux', 'iOS', 'macOS']",2
Ori and the Will of the Wisps,4.43,"Action, Adventure, Platformer","Xbox One, PC, Nintendo Switch, Xbox Series S/X",Everyone,"['Action', 'Adventure', 'Platformer']","['Xbox One', 'PC', 'Nintendo Switch', 'Xbox Series S/X']",0
Resident Evil 6,3.43,"Action, Shooter","Web, Nintendo Switch, PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3",Mature,"['Action', 'Shooter']","['Web', 'Nintendo Switch', 'PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",1
Euro Truck Simulator 2,4.12,"Simulation, Indie","Linux, macOS, PC",Everyone,"['Simulation', 'Indie']","['Linux', 'macOS', 'PC']",0
Dragon Age: Inquisition,3.8,"Action, RPG, Strategy","Xbox 360, PlayStation 3, PlayStation 4, Xbox One, PC",Mature,"['Action', 'RPG', 'Strategy']","['Xbox 360', 'PlayStation 3', 'PlayStation 4', 'Xbox One', 'PC']",1
The Forest,3.74,"Action, Adventure, Indie","PC, PlayStation 4",Mature,"['Action', 'Adventure', 'Indie']","['PC', 'PlayStation 4']",1
Call of Duty: Modern Warfare 3,3.78,"Action, Shooter","PC, macOS, Wii, Xbox 360, PlayStation 3, iOS, Xbox One",Mature,"['Action', 'Shooter']","['PC', 'macOS', 'Wii', 'Xbox 360', 'PlayStation 3', 'iOS', 'Xbox One']",1
POSTAL 2,3.91,"Action, Shooter, Adventure, Indie","macOS, PC, Linux",Adults Only,"['Action', 'Shooter', 'Adventure', 'Indie']","['macOS', 'PC', 'Linux']",0
Surviving Mars,3.47,"Strategy, Simulation","PlayStation 4, Xbox One, PC, macOS, Linux",Everyone 10+,"['Strategy', 'Simulation']","['PlayStation 4', 'Xbox One', 'PC', 'macOS', 'Linux']",2
Forza Horizon 4,4.37,"Racing, Arcade","PC, Xbox One, Xbox Series S/X",Everyone,"['Racing', 'Arcade']","['PC', 'Xbox One', 'Xbox Series S/X']",0
A Story About My Uncle,3.15,"Adventure, Arcade, Casual, Indie, Platformer","PC, macOS, Linux",Everyone 10+,"['Adventure', 'Arcade', 'Casual', 'Indie', 'Platformer']","['PC', 'macOS', 'Linux']",2
The Legend of Zelda: Breath of the Wild,4.49,"Action, Adventure, RPG","Nintendo Switch, Wii U",Everyone 10+,"['Action', 'Adventure', 'RPG']","['Nintendo Switch', 'Wii U']",2
Borderlands 3,3.88,"Action, Shooter, Adventure, RPG","Nintendo Switch, PC, Xbox One, PlayStation 4, PlayStation 5, Xbox Series S/X",Mature,"['Action', 'Shooter', 'Adventure', 'RPG']","['Nintendo Switch', 'PC', 'Xbox One', 'PlayStation 4', 'PlayStation 5', 'Xbox Series S/X']",1
