Name,Rating,Genres,Platforms,ESRB,Rating_scaled,ESRB_cat,Genre_Action,Genre_Adventure,Genre_Arcade,Genre_Board Games,Genre_Card,Genre_Casual,Genre_Educational,Genre_Family,Genre_Fighting,Genre_Indie,Genre_Massively Multiplayer,Genre_Platformer,Genre_Puzzle,Genre_Racing,Genre_Rpg,Genre_Shooter,Genre_Simulation,Genre_Sports,Genre_Strategy,Platform_3Do,Platform_Android,Platform_Apple Ii,Platform_Atari 2600,Platform_Atari 5200,Platform_Atari 8-Bit,Platform_Atari St,Platform_Classic Macintosh,Platform_Commodore / Amiga,Platform_Dreamcast,Platform_Game Boy,Platform_Game Boy Advance,Platform_Game Boy Color,Platform_Game Gear,Platform_Gamecube,Platform_Genesis,Platform_Ios,Platform_Jaguar,Platform_Linux,Platform_Macos,Platform_Neo Geo,Platform_Nes,Platform_Nintendo 3Ds,Platform_Nintendo 64,Platform_Nintendo Ds,Platform_Nintendo Dsi,Platform_Nintendo Switch,Platform_Pc,Platform_Playstation,Platform_Playstation 2,Platform_Playstation 3,Platform_Playstation 4,Platform_Playstation 5,Platform_Ps Vita,Platform_Psp,Platform_Sega 32X,Platform_Sega Cd,Platform_Sega Master System,Platform_Sega Saturn,Platform_Snes,Platform_Web,Platform_Wii,Platform_Wii U,Platform_Xbox,Platform_Xbox 360,Platform_Xbox One,Platform_Xbox Series S/X,Cluster,db_id
Abzu,3.92,"Adventure, Simulation, Indie","Playstation 4, Nintendo Switch, Xbox One, Pc",Everyone,0.4611349286967159,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2317
Child Of Light,3.85,"Rpg, Indie","Playstation 3, Playstation 4, Ps Vita, Wii U, Xbox 360, Xbox One, Pc, Nintendo Switch",Everyone 10+,0.3558358094379651,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2318
Planetside 2,2.97,"Action, Shooter, Massively Multiplayer","Playstation 4, Pc",Teen,-0.9679245469577608,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2319
Destiny,3.69,"Action, Shooter","Playstation 3, Playstation 4, Xbox 360, Xbox One",Teen,0.1151521082751056,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2320
Monaco: What'S Yours Is Mine,2.99,"Action, Strategy, Casual, Indie","Pc, Xbox 360, Macos, Linux",Teen,-0.9378390843124034,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2321
Sonic Mania,3.86,"Action, Adventure, Casual, Platformer","Playstation 4, Xbox One, Pc, Nintendo Switch",Everyone,0.3708785407606436,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2322
The Flame In The Flood,2.9,"Action, Simulation, Indie","Macos, Xbox One, Nintendo Switch, Pc, Playstation 4",Teen,-1.0732236662165122,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2323
The Elder Scrolls Iii: Morrowind,4.37,Rpg,"Xbox 360, Xbox, Pc",Teen,1.138057838217258,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2324
Star Wars Battlefront,3.29,"Action, Shooter, Adventure, Strategy","Xbox One, Pc, Playstation 4",Teen,-0.4865571446320424,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2325
Divinity: Original Sin,4.18,"Rpg, Strategy, Indie","Playstation 4, Macos, Pc, Xbox One",Mature,0.8522459430863619,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2326
Spelunky,3.69,"Indie, Platformer","Playstation 3, Xbox 360, Pc, Playstation 4, Ps Vita",Teen,0.1151521082751056,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2327
Dying Light,4.1,"Action, Adventure, Rpg","Xbox One, Playstation 4, Nintendo Switch, Pc",Mature,0.7319040925049322,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2328
Tomb Raider: Underworld,3.7,"Action, Adventure","Xbox 360, Wii, Macos, Pc, Nintendo Ds, Playstation 3",Teen,0.1301948395977847,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2329
Vampyr,3.49,"Action, Adventure, Rpg","Playstation 4, Pc, Xbox One, Nintendo Switch",Mature,-0.185702518178468,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2330
Battlefield 3,4.07,"Action, Shooter","Playstation 3, Xbox One, Pc, Xbox 360",Mature,0.686775898536897,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2331
Battlefield V,3.51,"Action, Shooter, Adventure, Massively Multiplayer","Pc, Xbox One, Playstation 4",Mature,-0.1556170555331112,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2332
Rogue Legacy,3.87,"Action, Rpg, Indie, Platformer","Playstation 4, Xbox 360, Pc, Ios, Playstation 3, Ps Vita, Nintendo Switch",Teen,0.3859212720833226,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2333
Overlord,3.82,"Action, Rpg, Casual","Pc, Macos, Linux, Xbox 360",Teen,0.3107076154699287,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2334
Deponia,3.84,"Adventure, Rpg, Indie, Puzzle","Nintendo Switch, Ios, Pc, Macos, Playstation 4, Xbox One, Linux",Teen,0.3407930781152861,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2335
Uncharted: Legacy Of Thieves Collection,4.45,"Action, Adventure","Pc, Playstation 5",Teen,1.2583996887986877,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2336
Star Wars: Battlefront Ii (2005),4.21,"Action, Shooter","Xbox, Psp, Playstation 2, Pc",Teen,0.8973741370543984,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2337
Dust: An Elysian Tail,3.63,"Action, Rpg, Indie, Platformer","Xbox 360, Ios, Pc, Macos, Linux, Nintendo Switch, Playstation 4",Everyone 10+,0.0248957203390333,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2338
Outer Wilds,4.38,"Adventure, Indie, Puzzle","Playstation 4, Nintendo Switch, Xbox One, Pc",Everyone 10+,1.1531005695399363,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2339
Assassin'S Creed Revelations,3.99,Action,"Playstation 3, Pc, Xbox 360, Playstation 4, Xbox One",Mature,0.5664340479554673,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2340
Dirt Showdown,3.3,"Racing, Arcade","Xbox 360, Pc, Playstation 3",Everyone 10+,-0.471514413309364,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2341
Crash Bandicoot N. Sane Trilogy,4.13,"Action, Platformer","Pc, Nintendo Switch, Playstation 4, Xbox One",Everyone 10+,0.7770322864729686,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2342
Max Payne 2: The Fall Of Max Payne,4.43,"Action, Shooter","Pc, Xbox, Playstation 2",Mature,1.2283142261533295,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2343
Sniper Elite 4,3.58,"Action, Shooter, Adventure","Playstation 5, Xbox Series S/X, Pc, Playstation 4, Nintendo Switch, Xbox One",Mature,-0.0503179362743599,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2344
Medal Of Honor,3.27,Shooter,"Pc, Playstation 3, Xbox 360",Mature,-0.5166426072773999,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2345
Persona 5,4.36,"Action, Adventure, Rpg","Playstation 3, Playstation 4",Mature,1.1230151068945795,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2346
Life Is Strange 2,3.79,Adventure,"Playstation 4, Linux, Macos, Pc, Nintendo Switch, Xbox One",Mature,0.2655794215018928,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2347
The Lego Ninjago Movie Video Game,2.91,"Action, Adventure","Pc, Playstation 4, Nintendo Switch, Xbox One",Everyone 10+,-1.0581809348938331,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2348
Red Faction: Guerrilla,3.67,"Action, Shooter","Xbox 360, Pc, Playstation 3",Mature,0.0850666456297482,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2349
Yakuza Kiwami,4.1,"Action, Adventure, Rpg, Fighting","Playstation 4, Pc, Nintendo Switch, Xbox One, Playstation 3",Mature,0.7319040925049322,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2350
Crysis,4.01,"Action, Shooter","Playstation 3, Xbox 360, Pc",Mature,0.596519510600824,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2351
The Swapper,3.53,"Action, Adventure, Indie, Puzzle, Platformer","Wii U, Xbox One, Macos, Ps Vita, Pc, Linux, Playstation 3, Playstation 4",Everyone 10+,-0.1255315928877538,2,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2352
S.T.A.L.K.E.R.: Call Of Pripyat,4.27,"Shooter, Rpg","Xbox Series S/X, Playstation 4, Pc, Xbox One, Nintendo Switch",Mature,0.98763052499047,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2353
Binary Domain,3.55,"Action, Shooter","Pc, Playstation 3, Xbox 360",Mature,-0.0954461302423964,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2354
The Elder Scrolls Iv: Oblivion Game Of The Year Edition,4.32,Rpg,"Pc, Xbox 360, Playstation 3",Mature,1.0628441816038647,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2355
Forza Horizon 5,4.31,"Racing, Arcade","Xbox Series S/X, Pc, Ios, Xbox One",Everyone,1.047801450281185,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2356
S.T.A.L.K.E.R.: Clear Sky,3.89,"Shooter, Rpg","Pc, Playstation 4, Xbox One, Nintendo Switch, Xbox Series S/X",Adults Only,0.41600673472868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2357
Hitman 2: Silent Assassin,3.94,"Action, Shooter","Pc, Playstation 2, Playstation 3, Xbox 360, Xbox, Gamecube",Mature,0.4912203913420733,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2358
Rage,3.42,"Action, Shooter","Playstation 3, Pc, Xbox 360, Xbox One",Mature,-0.2910016374372194,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2359
Marvel'S Guardians Of The Galaxy,4.3,"Action, Shooter, Adventure","Xbox One, Nintendo Switch, Pc, Playstation 4, Xbox Series S/X, Playstation 5",Teen,1.0327587189585066,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2360
Mass Effect 3,4.4,"Action, Rpg","Playstation 3, Xbox One, Pc, Wii U, Xbox 360",Mature,1.1831860321852945,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2361
Call Of Duty: Modern Warfare Remastered,3.97,"Action, Shooter","Xbox One, Playstation 4, Pc",Mature,0.5363485853101099,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2362
Shadow Of The Colossus (2011),4.25,Action,Playstation 3,Teen,0.9575450623451132,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2363
Call Of Duty: World At War,3.95,Shooter,"Xbox 360, Pc, Playstation 3, Nintendo Ds, Xbox One, Wii",Adults Only,0.5062631226647524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2364
Magicka 2,3.68,"Action, Adventure, Rpg","Linux, Macos, Pc, Playstation 4",Teen,0.1001093769524272,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2365
Shadow Warrior,3.34,"Action, Shooter","Pc, Macos, Linux",Mature,-0.4113434880186492,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2366
Tell Me Why,3.17,Adventure,"Xbox One, Pc",Mature,-0.6670699205041871,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2367
Deponia: The Complete Journey,3.61,"Adventure, Rpg","Linux, Pc, Macos, Ios",Teen,-0.005189742306324,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2368
Tomb Raider: Legend,3.9,"Action, Adventure","Xbox, Psp, Playstation 3, Pc, Gamecube, Playstation 2, Xbox 360",Teen,0.4310494660513584,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2369
Street Fighter V,3.5,"Action, Fighting","Playstation 4, Pc",Teen,-0.1706597868557896,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2370
Outlast 2,3.67,"Action, Adventure, Indie","Xbox One, Playstation 4, Pc, Nintendo Switch",Adults Only,0.0850666456297482,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2371
Bully: Scholarship Edition,4.13,"Action, Adventure","Pc, Wii, Xbox 360",Teen,0.7770322864729686,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2372
Trove,2.66,"Action, Rpg, Casual, Massively Multiplayer","Playstation 4, Xbox One, Pc, Macos",Everyone 10+,-1.4342492179608008,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2373
Deathloop,3.97,"Action, Rpg","Playstation 5, Pc, Xbox Series S/X",Mature,0.5363485853101099,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2374
Red Faction: Armageddon,3.04,"Action, Shooter","Playstation 3, Xbox 360, Pc",Mature,-0.8626254276990101,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2375
Resident Evil Revelations,3.76,"Action, Adventure","Xbox One, Xbox 360, Nintendo 3Ds, Wii U, Playstation 3, Nintendo Switch, Playstation 4, Pc",Mature,0.2204512275338563,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2376
Overcooked! 2,4.15,"Action, Casual, Indie","Xbox One, Playstation 4, Nintendo Switch, Linux, Pc, Macos",Everyone,0.8071177491183268,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2377
Sunset Overdrive,3.9,"Action, Shooter, Adventure","Pc, Xbox One",Mature,0.4310494660513584,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2378
The Evil Within 2,4.14,"Action, Shooter, Adventure","Playstation 4, Pc, Xbox One",Mature,0.792075017795647,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2379
Torchlight,3.71,"Action, Rpg","Xbox 360, Xbox One, Linux, Pc, Macos",Mature,0.1452375709204631,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2380
